GeneID	TranscriptID	GeneDescription	GeneName
AFUN019280	AFUN019280-RA	unspecified product	
AFUN019281	AFUN019281-RA	unspecified product	
AFUN019282	AFUN019282-RA	RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BFT3]	
AFUN019283	AFUN019283-RA	unspecified product	
AFUN019284	AFUN019284-RA	unspecified product	
AFUN019285	AFUN019285-RA	3-methylcrotonyl-CoA carboxylase beta subunit [Source:Projected from Anopheles gambiae (AGAP002761) VB Community Annotation]	
AFUN019286	AFUN019286-RA	unspecified product	
AFUN019286	AFUN019286-RB	unspecified product	
AFUN019287	AFUN019287-RA	pre-rRNA-processing protein TSR2 [Source:Projected from Anopheles gambiae (AGAP001167) VB Community Annotation]	
AFUN019288	AFUN019288-RA	unspecified product	
AFUN019288	AFUN019288-RB	unspecified product	
AFUN019289	AFUN019289-RA	unspecified product	
AFUN019290	AFUN019290-RA	zf-AD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BFU1]	
AFUN019291	AFUN019291-RA	ADP-ribosylation factor-like protein [Source:Projected from Anopheles gambiae (AGAP002471) VB Community Annotation]	
AFUN019292	AFUN019292-RA	Cyclin N-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGY4]	
AFUN019293	AFUN019293-RA	unspecified product	
AFUN019294	AFUN019294-RA	unspecified product	
AFUN019295	AFUN019295-RA	Leucine carboxyl methyltransferase 1 [Source:UniProtKB/TrEMBL;Acc:A0A182RA71]	
AFUN019296	AFUN019296-RA	solute carrier family 39 (zinc transporter), member 1/2/3 [Source:Projected from Anopheles gambiae (AGAP002624) VB Community Annotation]	
AFUN019297	AFUN019297-RA	MH2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0AXI8]	
AFUN019298	AFUN019298-RA	unspecified product	
AFUN019299	AFUN019299-RA	unspecified product	
AFUN019300	AFUN019300-RA	unspecified product	
AFUN019301	AFUN019301-RA	topoisomerase (DNA) II binding protein [Source:Projected from Anopheles gambiae (AGAP002760) VB Community Annotation]	
AFUN019302	AFUN019302-RA	Putative hydroxypyruvate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGZ4]	
AFUN019303	AFUN019303-RA	unspecified product	
AFUN019304	AFUN019304-RA	Netrin receptor UNC5 [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGR4]	
AFUN019305	AFUN019305-RA	GIY-YIG domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BFV6]	
AFUN019306	AFUN019306-RA	unspecified product	
AFUN019307	AFUN019307-RA	unspecified product	
AFUN019308	AFUN019308-RA	unspecified product	
AFUN019309	AFUN019309-RA	unspecified product	
AFUN019310	AFUN019310-RA	odorant receptor [Source:Projected from Anopheles gambiae (AGAP002640) VB Community Annotation]	
AFUN019311	AFUN019311-RA	unspecified product	
AFUN019312	AFUN019312-RA	Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH04]	
AFUN019313	AFUN019313-RA	unspecified product	
AFUN019314	AFUN019314-RA	EHD_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGS2]	
AFUN019315	AFUN019315-RA	Peptidase_M14 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BFW4]	
AFUN019316	AFUN019316-RA	unspecified product	
AFUN019317	AFUN019317-RA	Transmembrane emp24 domain-containing protein 10 precursor [Source:Projected from Anopheles gambiae (AGAP001064) VB Community Annotation]	
AFUN019318	AFUN019318-RA	pyruvate dehydrogenase phosphatase regulatory subunit [Source:Projected from Anopheles gambiae (AGAP002217) VB Community Annotation]	
AFUN019319	AFUN019319-RA	TMEM131_like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGS7]	
AFUN019320	AFUN019320-RA	unspecified product	
AFUN019321	AFUN019321-RA	potassium inwardly-rectifying channel subfamily J [Source:Projected from Anopheles gambiae (AGAP001284) VB Community Annotation]	
AFUN019322	AFUN019322-RA	unspecified product	
AFUN019323	AFUN019323-RA	unspecified product	
AFUN019324	AFUN019324-RA	unspecified product	
AFUN019325	AFUN019325-RA	unspecified product	
AFUN019326	AFUN019326-RA	unspecified product	
AFUN019327	AFUN019327-RA	unspecified product	
AFUN019328	AFUN019328-RA	unspecified product	
AFUN019329	AFUN019329-RA	unspecified product	
AFUN019330	AFUN019330-RA	beta-1,3-galactosyltransferase brn [Source:Projected from Anopheles gambiae (AGAP002097) VB Community Annotation]	
AFUN019331	AFUN019331-RA	Thioredoxin-like protein [Source:UniProtKB/TrEMBL;Acc:A0A182RMD6]	
AFUN019332	AFUN019332-RA	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH22]	
AFUN019333	AFUN019333-RA	unspecified product	
AFUN019334	AFUN019334-RA	Ribonuclease H1 [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGU0]	
AFUN019335	AFUN019335-RA	unspecified product	
AFUN019336	AFUN019336-RA	Non-structural maintenance of chromosomes element 4 [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BED8]	
AFUN019337	AFUN019337-RA	USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH29]	
AFUN019338	AFUN019338-RA	Lipase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKE1]	
AFUN019339	AFUN019339-RA	unspecified product	
AFUN019340	AFUN019340-RA	unspecified product	
AFUN019341	AFUN019341-RA	unspecified product	
AFUN019342	AFUN019342-RA	WD repeat-containing protein 40A [Source:Projected from Anopheles gambiae (AGAP002260) VB Community Annotation]	
AFUN019343	AFUN019343-RA	unspecified product	
AFUN019344	AFUN019344-RA	unspecified product	
AFUN019345	AFUN019345-RA	unspecified product	
AFUN019346	AFUN019346-RA	AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BEE5]	
AFUN019347	AFUN019347-RA	unspecified product	
AFUN019348	AFUN019348-RA	unspecified product	
AFUN019349	AFUN019349-RA	unspecified product	
AFUN019350	AFUN019350-RA	unspecified product	
AFUN019351	AFUN019351-RA	unspecified product	
AFUN019352	AFUN019352-RA	Protein quiver [Source:UniProtKB/TrEMBL;Acc:A0A182RK47]	
AFUN019353	AFUN019353-RA	E3 ubiquitin-protein ligase NEDD4 [Source:Projected from Anopheles gambiae (AGAP003133) VB Community Annotation]	
AFUN019353	AFUN019353-RB	E3 ubiquitin-protein ligase NEDD4 [Source:Projected from Anopheles gambiae (AGAP003133) VB Community Annotation]	
AFUN019354	AFUN019354-RA	chromobox protein [Source:Projected from Anopheles gambiae (AGAP009444) VB Community Annotation]	
AFUN019355	AFUN019355-RA	unspecified product	
AFUN019355	AFUN019355-RB	unspecified product	
AFUN019356	AFUN019356-RA	Chaperonin containing TCP1 subunit [Source:Projected from Anopheles gambiae (AGAP002759) VB Community Annotation]	
AFUN019357	AFUN019357-RA	DNA excision repair protein ERCC-2 [Source:Projected from Anopheles gambiae (AGAP002988) VB Community Annotation]	
AFUN019358	AFUN019358-RA	unspecified product	
AFUN019359	AFUN019359-RA	PLAC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BEF4]	
AFUN019360	AFUN019360-RA	RIO kinase [Source:Projected from Anopheles gambiae (AGAP001526) VB Community Annotation]	
AFUN019361	AFUN019361-RA	FABP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKG6]	
AFUN019362	AFUN019362-RA	unspecified product	
AFUN019363	AFUN019363-RA	unspecified product	
AFUN019364	AFUN019364-RA	unspecified product	
AFUN019365	AFUN019365-RA	Cytochrome P450 (Fragment) [Source:UniProtKB/TrEMBL;Acc:B5AII4]	
AFUN019366	AFUN019366-RA	PPIase cyclophilin-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKH2]	
AFUN019367	AFUN019367-RA	unspecified product	
AFUN019368	AFUN019368-RA	unspecified product	
AFUN019369	AFUN019369-RA	unspecified product	
AFUN019370	AFUN019370-RA	bleomycin hydrolase [Source:Projected from Anopheles gambiae (AGAP001341) VB Community Annotation]	
AFUN019371	AFUN019371-RA	unspecified product	
AFUN019372	AFUN019372-RA	unspecified product	
AFUN019373	AFUN019373-RA	protein transport protein SEC23 [Source:Projected from Anopheles gambiae (AGAP001759) VB Community Annotation]	
AFUN019373	AFUN019373-RB	protein transport protein SEC23 [Source:Projected from Anopheles gambiae (AGAP001759) VB Community Annotation]	
AFUN019374	AFUN019374-RA	unspecified product	
AFUN019375	AFUN019375-RA	Pyrroline-5-carboxylate reductase [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKI5]	
AFUN019376	AFUN019376-RA	Carrier domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGX7]	
AFUN019377	AFUN019377-RA	vacuolar protein sorting 37B [Source:Projected from Anopheles gambiae (AGAP003731) VB Community Annotation]	
AFUN019378	AFUN019378-RA	unspecified product	
AFUN019379	AFUN019379-RA	unspecified product	
AFUN019380	AFUN019380-RA	OMPdecase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKI9]	
AFUN019381	AFUN019381-RA	unspecified product	
AFUN019382	AFUN019382-RA	C-type lectin domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182R4R6]	
AFUN019383	AFUN019383-RA	unspecified product	
AFUN019384	AFUN019384-RA	Adenylate cyclase [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH77]	
AFUN019385	AFUN019385-RA	TIL domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKJ6]	
AFUN019386	AFUN019386-RA	AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGY7]	
AFUN019387	AFUN019387-RA	unspecified product	
AFUN019388	AFUN019388-RA	RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BEH2]	
AFUN019389	AFUN019389-RA	tRNA nucleotidyltransferase (CCA-adding enzyme) [Source:Projected from Anopheles gambiae (AGAP002600) VB Community Annotation]	
AFUN019390	AFUN019390-RA	unspecified product	
AFUN019391	AFUN019391-RA	RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGZ2]	
AFUN019392	AFUN019392-RA	Coatomer subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A182RNH0]	
AFUN019393	AFUN019393-RA	unspecified product	
AFUN019394	AFUN019394-RA	LRRCT domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH87]	
AFUN019395	AFUN019395-RA	unspecified product	
AFUN019396	AFUN019396-RA	unspecified product	
AFUN019397	AFUN019397-RA	unspecified product	
AFUN019398	AFUN019398-RA	C-type lectin domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BEI1]	
AFUN019399	AFUN019399-RA	unspecified product	
AFUN019400	AFUN019400-RA	Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKL1]	
AFUN019401	AFUN019401-RA	cytochrome P450 [Source:Projected from Anopheles gambiae (AGAP008214) VB Community Annotation]	
AFUN019402	AFUN019402-RA	unspecified product	
AFUN019403	AFUN019403-RA	unspecified product	
AFUN019404	AFUN019404-RA	Acylphosphatase [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH97]	
AFUN019405	AFUN019405-RA	unspecified product	
AFUN019406	AFUN019406-RA	unspecified product	
AFUN019407	AFUN019407-RA	unspecified product	
AFUN019408	AFUN019408-RA	DNA topoisomerase [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BEI8]	
AFUN019409	AFUN019409-RA	39S ribosomal protein L27, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A182R364]	
AFUN019410	AFUN019410-RA	unspecified product	
AFUN019411	AFUN019411-RA	unspecified product	
AFUN019412	AFUN019412-RA	unspecified product	
AFUN019413	AFUN019413-RA	Thyroid receptor-interacting protein [Source:Projected from Anopheles gambiae (AGAP001522) VB Community Annotation]	
AFUN019414	AFUN019414-RA	unspecified product	
AFUN019415	AFUN019415-RA	unspecified product	
AFUN019416	AFUN019416-RA	unspecified product	
AFUN019417	AFUN019417-RA	unspecified product	
AFUN019418	AFUN019418-RA	HD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BEJ6]	
AFUN019419	AFUN019419-RA	unspecified product	
AFUN019420	AFUN019420-RA	Nicotinamide-nucleotide adenylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKN4]	
AFUN019421	AFUN019421-RA	unspecified product	
AFUN019422	AFUN019422-RA	FABP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BG63]	
AFUN019423	AFUN019423-RA	unspecified product	
AFUN019424	AFUN019424-RA	Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BHB5]	
AFUN019425	AFUN019425-RA	very-long-chain (3R)-3-hydroxyacyl-(acyl-carrier protein) dehydratase [Source:Projected from Anopheles gambiae (AGAP003814) VB Community Annotation]	
AFUN019426	AFUN019426-RA	Cytochrome P450 [Source:UniProtKB/TrEMBL;Acc:A0A182RDP4]	
AFUN019427	AFUN019427-RA	unspecified product	
AFUN019428	AFUN019428-RA	unspecified product	
AFUN019429	AFUN019429-RA	Uncharacterized methyltransferase WBSCR22 [Source:Projected from Anopheles gambiae (AGAP003728) VB Community Annotation]	
AFUN019430	AFUN019430-RA	PlsC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKP5]	
AFUN019431	AFUN019431-RA	proteasome maturation protein [Source:Projected from Anopheles gambiae (AGAP009647) VB Community Annotation]	
AFUN019432	AFUN019432-RA	T-complex protein 1 subunit eta [Source:UniProtKB/TrEMBL;Acc:A0A182RSY3]	
AFUN019433	AFUN019433-RA	unspecified product	
AFUN019434	AFUN019434-RA	CN hydrolase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BHC7]	
AFUN019435	AFUN019435-RA	FHA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKQ0]	
AFUN019436	AFUN019436-RA	unspecified product	
AFUN019437	AFUN019437-RA	ZP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BG78]	
AFUN019438	AFUN019438-RA	unspecified product	
AFUN019439	AFUN019439-RA	unspecified product	
AFUN019440	AFUN019440-RA	unspecified product	
AFUN019441	AFUN019441-RA	Symplekin_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH31]	
AFUN019442	AFUN019442-RA	tRNA (cytosine34-C5)-methyltransferase [Source:Projected from Anopheles gambiae (AGAP002504) VB Community Annotation]	
AFUN019443	AFUN019443-RA	unspecified product	
AFUN019444	AFUN019444-RA	myosin motor [Source:Projected from Anopheles gambiae (AGAP008186) VB Community Annotation]	
AFUN019445	AFUN019445-RA	unspecified product	
AFUN019446	AFUN019446-RA	unspecified product	
AFUN019447	AFUN019447-RA	26S proteasome 26S non-ATPase subunit N6 [Source:Projected from Anopheles gambiae (AGAP001440) VB Community Annotation]	
AFUN019448	AFUN019448-RA	unspecified product	
AFUN019449	AFUN019449-RA	unspecified product	
AFUN019450	AFUN019450-RA	unspecified product	
AFUN019451	AFUN019451-RA	G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH39]	
AFUN019452	AFUN019452-RA	Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BG89]	
AFUN019453	AFUN019453-RA	protein MAK11 [Source:Projected from Anopheles gambiae (AGAP001149) VB Community Annotation]	
AFUN019454	AFUN019454-RA	unspecified product	
AFUN019455	AFUN019455-RA	unspecified product	
AFUN019456	AFUN019456-RA	TIL domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RQI7]	
AFUN019457	AFUN019457-RA	unspecified product	
AFUN019458	AFUN019458-RA	unspecified product	
AFUN019459	AFUN019459-RA	N-acetyltransferase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BHF1]	
AFUN019460	AFUN019460-RA	Bromo domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKS9]	
AFUN019461	AFUN019461-RA	unspecified product	
AFUN019462	AFUN019462-RA	unspecified product	
AFUN019463	AFUN019463-RA	Envelysin [Source:Projected from Anopheles gambiae (AGAP008510) VB Community Annotation]	
AFUN019464	AFUN019464-RA	dopamine N-acetyltransferase [Source:Projected from Anopheles gambiae (AGAP010142) VB Community Annotation]	
AFUN019465	AFUN019465-RA	unspecified product	
AFUN019466	AFUN019466-RA	unspecified product	
AFUN019467	AFUN019467-RA	unspecified product	
AFUN019468	AFUN019468-RA	Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BEN5]	
AFUN019469	AFUN019469-RA	unspecified product	
AFUN019470	AFUN019470-RA	unspecified product	
AFUN019471	AFUN019471-RA	unspecified product	
AFUN019472	AFUN019472-RA	40S ribosomal protein S28 [Source:UniProtKB/TrEMBL;Acc:Q06DF8]	
AFUN019473	AFUN019473-RA	unspecified product	
AFUN019474	AFUN019474-RA	unspecified product	
AFUN019475	AFUN019475-RA	unspecified product	
AFUN019476	AFUN019476-RA	Kinesin light chain [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH55]	
AFUN019477	AFUN019477-RA	TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGB1]	
AFUN019478	AFUN019478-RA	cytochrome P450 [Source:Projected from Anopheles gambiae (AGAP001443) VB Community Annotation]	
AFUN019479	AFUN019479-RA	RAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BHG7]	
AFUN019480	AFUN019480-RA	unspecified product	
AFUN019481	AFUN019481-RA	HMG box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH58]	
AFUN019482	AFUN019482-RA	unspecified product	
AFUN019483	AFUN019483-RA	unspecified product	
AFUN019484	AFUN019484-RA	Transport and Golgi organization [Source:Projected from Anopheles gambiae (AGAP007914) VB Community Annotation]	
AFUN019485	AFUN019485-RA	unspecified product	
AFUN019486	AFUN019486-RA	RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH62]	
AFUN019487	AFUN019487-RA	S-adenosylmethionine decarboxylase [Source:Projected from Anopheles gambiae (AGAP009619) VB Community Annotation]	
AFUN019488	AFUN019488-RA	unspecified product	
AFUN019489	AFUN019489-RA	unspecified product	
AFUN019490	AFUN019490-RA	SERPIN domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BKW1]	
AFUN019491	AFUN019491-RA	unspecified product	
AFUN019492	AFUN019492-RA	Ca2+-triggered coelenterazine-binding protein [Source:Projected from Anopheles gambiae (AGAP001177) VB Community Annotation]	
AFUN019493	AFUN019493-RA	ATP-synt_ab domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BEQ1]	
AFUN019494	AFUN019494-RA	bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 [Source:Projected from Anopheles gambiae (AGAP001938) VB Community Annotation]	
AFUN019495	AFUN019495-RA	unspecified product	
AFUN019495	AFUN019495-RB	unspecified product	
AFUN019496	AFUN019496-RA	salivary lipase [Source:Projected from Anopheles gambiae (AGAP001825) VB Community Annotation]	
AFUN019497	AFUN019497-RA	unspecified product	
AFUN019498	AFUN019498-RA	unspecified product	
AFUN019499	AFUN019499-RA	unspecified product	
AFUN019500	AFUN019500-RA	U6 snRNA-associated Sm-like protein LSm1 [Source:UniProtKB/TrEMBL;Acc:A0A182R8V5]	
AFUN019501	AFUN019501-RA	unspecified product	
AFUN019502	AFUN019502-RA	Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BER1]	
AFUN019503	AFUN019503-RA	SERPIN domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BHJ2]	
AFUN019504	AFUN019504-RA	unspecified product	
AFUN019505	AFUN019505-RA	unspecified product	
AFUN019506	AFUN019506-RA	Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BGD8]	
AFUN019507	AFUN019507-RA	Stromal cell-derived factor [Source:Projected from Anopheles gambiae (AGAP001749) VB Community Annotation]	
AFUN019508	AFUN019508-RA	Nuclear receptor domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BHJ6]	
AFUN019509	AFUN019509-RA	unspecified product	
AFUN019510	AFUN019510-RA	unspecified product	
AFUN019511	AFUN019511-RA	unspecified product	
AFUN019512	AFUN019512-RA	unspecified product	
AFUN019513	AFUN019513-RA	unspecified product	
AFUN019514	AFUN019514-RA	unspecified product	
AFUN019515	AFUN019515-RA	unspecified product	
AFUN019516	AFUN019516-RA	unspecified product	
AFUN019517	AFUN019517-RA	unspecified product	
AFUN019518	AFUN019518-RA	unspecified product	
AFUN019519	AFUN019519-RA	Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182R5P2]	
AFUN019520	AFUN019520-RA	JmjC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BH98]	
AFUN019521	AFUN019521-RA	unspecified product	
AFUN019522	AFUN019522-RA	unspecified product	
AFUN019523	AFUN019523-RA	unspecified product	
AFUN019524	AFUN019524-RA	unspecified product	
AFUN019525	AFUN019525-RA	unspecified product	
AFUN019526	AFUN019526-RA	unspecified product	
AFUN019527	AFUN019527-RA	unspecified product	
AFUN019528	AFUN019528-RA	sodium/potassium-transporting ATPase subunit beta [Source:Projected from Anopheles gambiae (AGAP007790) VB Community Annotation]	
AFUN019529	AFUN019529-RA	unspecified product	
AFUN019530	AFUN019530-RA	Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:A0A1Y9HEY5]	
AFUN019531	AFUN019531-RA	unspecified product	
AFUN019532	AFUN019532-RA	unspecified product	
AFUN019533	AFUN019533-RA	unspecified product	
AFUN019534	AFUN019534-RA	unspecified product	
AFUN019535	AFUN019535-RA	unspecified product	
AFUN019536	AFUN019536-RA	unspecified product	
AFUN019537	AFUN019537-RA	unspecified product	
AFUN019538	AFUN019538-RA	WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BHM6]	
AFUN019539	AFUN019539-RA	DDE Tnp4 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0BL10]	
