Gene_stable_ID	Gene_name	Gene_description
AGAP010400-RA	""	Flavin-containing monooxygenase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H4U8]
AGAP010401-RA	""	Flavin-containing monooxygenase FMO GS-OX-like 6 [Source:VB Community Annotation]
AGAP010402-RA	""	abhydrolase domain-containing protein FAM108B1 [Source:VB Community Annotation]
AGAP010403-RA	""	enoyl-CoA hydratase domain-containing protein 3, mitochondrial [Source:VB Community Annotation]
AGAP010404-PC	""	""
AGAP010404-RA	GSTS1	glutathione S-transferase sigma class 1 [Source:VB Community Annotation]
AGAP010405-RA	""	transcription factor MAFF/G/K [Source:VB Community Annotation]
AGAP010406-RA	""	origin recognition complex subunit 3 [Source:VB Community Annotation]
AGAP010407-RA	""	elongator complex protein 4 [Source:VB Community Annotation]
AGAP010408-RA	""	""
AGAP010409-RA	OBP22	odorant-binding protein 22 [Source:VB Community Annotation]
AGAP010410-RA	""	""
AGAP010411-RA	IR8a	ionotropic receptor IR8a [Source:VB Community Annotation]
AGAP010412-RA	""	""
AGAP010413-RA	""	SH3 and multiple ankyrin repeat domains protein [Source:VB Community Annotation]
AGAP010414-RA	CYP4C28	cytochrome P450 [Source:VB Community Annotation]
AGAP010415-RA	""	""
AGAP010416-RA	ABCA8	ATP-binding cassette transporter (ABC transporter) family A member 8 [Source:VB Community Annotation]
AGAP010417-RA	""	tetratricopeptide repeat protein 39B [Source:VB Community Annotation]
AGAP010418-RA	Oseg6	outer segment 6 [Source:VB Community Annotation]
AGAP010419-RA	""	Rab proteins geranylgeranyltransferase component A [Source:VB Community Annotation]
AGAP010420-RA	""	valyl-tRNA synthetase [Source:VB Community Annotation]
AGAP010421-RA	""	pyruvate dehydrogenase E1 component subunit beta [Source:VB Community Annotation]
AGAP010422-RA	""	Limbic system-associated membrane protein [Source:VB Community Annotation]
AGAP010423-RA	STAT	JAKSTAT pathway signalling transcription factor [Source:VB Community Annotation]
AGAP010424-RA	""	""
AGAP010425-RA	""	trimethylguanosine synthase [Source:VB Community Annotation]
AGAP010426-RA	""	general transcription factor 3C polypeptide 3 (transcription factor C subunit [Source:VB Community Annotation]
AGAP010427-RA	""	serine palmitoyltransferase [Source:VB Community Annotation]
AGAP010428-RA	""	1,4-alpha-glucan branching enzyme [Source:VB Community Annotation]
AGAP010429-RA	""	succinate dehydrogenase (ubiquinone) flavoprotein subunit [Source:VB Community Annotation]
AGAP010430-RA	""	amiloride-sensitive sodium channel, other [Source:VB Community Annotation]
AGAP010431-RA	""	""
AGAP010432-RA	""	DnaJ homolog subfamily C member 11 [Source:VB Community Annotation]
AGAP010433-RA	""	""
AGAP010434-RA	""	""
AGAP010435-RA	""	dynein heavy chain 9, axonemal [Source:VB Community Annotation]
AGAP010436-RA	""	adenylate cyclase 2 [Source:VB Community Annotation]
AGAP010437-RA	ECH	Eclosion hormone [Source:UniProtKB/TrEMBL;Acc:A0NCV3]
AGAP010438-RA	""	nuclear receptor subfamily 0 group A [Source:VB Community Annotation]
AGAP010439-RA	""	""
AGAP010440-RA	""	small nuclear ribonucleoprotein E [Source:VB Community Annotation]
AGAP010441-RA	""	""
AGAP010442-RA	Fz2	frizzled 2 transmembrane receptor [Source:VB Community Annotation]
AGAP010443-RA	""	cytochrome c oxidase assembly protein subunit 11 [Source:VB Community Annotation]
AGAP010444-RA	""	Fas-binding factor 1 [Source:VB Community Annotation]
AGAP010445-RA	""	Rab11 family-interacting protein 3/4 [Source:VB Community Annotation]
AGAP010446-RA	""	""
AGAP010447-RA	""	gamma-glutamylcyclotransferase [Source:VB Community Annotation]
AGAP010448-RA	""	""
AGAP010449-RA	""	""
AGAP010450-RA	mRpL2	39S ribosomal protein L2, mitochondrial [Source:VB Community Annotation]
AGAP010451-RA	""	Lon-like ATP-dependent protease [Source:VB Community Annotation]
AGAP010452-RA	""	""
AGAP010453-RA	""	ribosome biogenesis protein NSA1 [Source:VB Community Annotation]
AGAP010454-RA	""	U1 snRNP splicing complex subunit (Luc7) [Source:VB Community Annotation]
AGAP010455-RA	""	hydroxyacid oxidase 2 [Source:VB Community Annotation]
AGAP010456-RA	""	""
AGAP010457-RA	""	thymidylate synthase [Source:VB Community Annotation]
AGAP010458-RA	""	Ninjurin 1 [Source:VB Community Annotation]
AGAP010459-RA	""	transcriptional adapter 3 [Source:VB Community Annotation]
AGAP010460-RA	""	RhoA activator C11orf59 homolog [Source:VB Community Annotation]
AGAP010461-RA	""	""
AGAP010462-RA	""	SWI/SNF related, matrix associated, actin dependent regulator of chromatin [Source:VB Community Annotation]
AGAP010463-RA	""	myo-inositol-1(or 4)-monophosphatase [Source:VB Community Annotation]
AGAP010464-RA	""	NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1 [Source:VB Community Annotation]
AGAP010465-RA	""	""
AGAP010466-RA	""	""
AGAP010467-RA	""	""
AGAP010468-RA	""	""
AGAP010469-RA	""	""
AGAP010470-RA	""	""
AGAP010471-RA	""	""
AGAP010472-RA	""	""
AGAP010473-RA	""	Pleckstrin-like proteiny domain-containing family G member 5 [Source:VB Community Annotation]
AGAP010474-RA	""	anoctamin 5 [Source:VB Community Annotation]
AGAP010475-RA	""	tubulin polyglutamylase complex subunit 2 [Source:VB Community Annotation]
AGAP010476-RA	""	alpha-endosulfine [Source:VB Community Annotation]
AGAP010477-RA	""	phosducin-like 3 [Source:VB Community Annotation]
AGAP010478-RA	""	Protein crossbronx homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7PRH1]
AGAP010479-RA	""	""
AGAP010480-RA	""	Kinase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H446]
AGAP010481-RA	""	solute carrier family 6 (neurotransmitter transporter, amino acid) member 5/7/ [Source:VB Community Annotation]
AGAP010482-RA	""	""
AGAP010483-RA	""	exosome complex component RRP42 [Source:VB Community Annotation]
AGAP010484-RA	""	""
AGAP010485-RA	""	dopamine beta-monooxygenase [Source:VB Community Annotation]
AGAP010486-RA	GPRALS3	putative allatostatin receptor 3 [Source:VB Community Annotation]
AGAP010487-RA	""	""
AGAP010488-RA	""	ubiquinone biosynthesis methyltransferase [Source:VB Community Annotation]
AGAP010489-RA	OBP4	odorant-binding protein antennal 4 [Source:VB Community Annotation]
AGAP010490-RA	""	rabconnectin [Source:VB Community Annotation]
AGAP010491-RA	""	N-acetyltransferase 10 [Source:VB Community Annotation]
AGAP010492-RA	""	asparagine synthetase domain-containing protein c [Source:VB Community Annotation]
AGAP010493-RA	""	transcription initiation factor TFIID subunit 7 [Source:VB Community Annotation]
AGAP010494-RA	""	partitioning defective protein 6 [Source:VB Community Annotation]
AGAP010495-RA	""	""
AGAP010496-RA	""	splicing factor, arginine/serine-rich 1/9 [Source:VB Community Annotation]
AGAP010497-RA	""	peroxisomal biogenesis factor 12 [Source:VB Community Annotation]
AGAP010498-RA	""	RNA 3'-terminal phosphate cyclase-like protein [Source:VB Community Annotation]
AGAP010499-RA	AD20590	S-(hydroxymethyl)glutathione dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H465]
AGAP010500-RA	""	""
AGAP010501-RA	""	""
AGAP010502-RA	""	""
AGAP010502-RB	""	""
AGAP010503-RA	""	potassium intermediate/small conductance calcium-activated channel subfamily N [Source:VB Community Annotation]
AGAP010504-RA	Or43	odorant receptor 43 [Source:VB Community Annotation]
AGAP010505-RA	Or44	odorant receptor 44 [Source:VB Community Annotation]
AGAP010506-RA	""	""
AGAP010507-RA	Or24	odorant receptor 24 [Source:VB Community Annotation]
AGAP010508-RA	""	proton-coupled amino acid transporter [Source:VB Community Annotation]
AGAP010509-RA	""	organic cation transporter 3 [Source:VB Community Annotation]
AGAP010510-RA	""	Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:Q7PPR6]
AGAP010511-RA	""	""
AGAP010512-RA	""	""
AGAP010513-RA	GPRMAC1	putative muscarinic acetylcholine receptor 1 [Source:VB Community Annotation]
AGAP010514-RA	""	activator of 90 kDa heat shock protein ATPase [Source:VB Community Annotation]
AGAP010515-RA	""	pre-mRNA-splicing factor SYF2 [Source:VB Community Annotation]
AGAP010516-RA	""	""
AGAP010517-RA	MnSOD1	manganese-iron superoxide dismutase 1 [Source:VB Community Annotation]
AGAP010518-RA	""	""
AGAP010519-RA	""	kinesin-like protein unc-104 [Source:VB Community Annotation]
AGAP010520-RA	""	krueppel-like factor, other [Source:VB Community Annotation]
AGAP010528-RA	""	""
AGAP010529-RA	""	""
AGAP010530-RA	CLIPE4	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP010531-RA	""	fibrinogen-related protein 7 [Source:VB Community Annotation]
AGAP010534-RA	""	""
AGAP010535-RA	""	3-demethylubiquinone-9 3-methyltransferase 2 [Source:VB Community Annotation]
AGAP010536-RA	""	nucleolar complex protein 2 [Source:VB Community Annotation]
AGAP010537-RA	""	hexaprenyldihydroxybenzoate methyltransferase [Source:VB Community Annotation]
AGAP010538-RA	""	M-phase phosphoprotein [Source:VB Community Annotation]
AGAP010539-RA	""	coiled-coil and C2 domain-containing protein 1-like [Source:VB Community Annotation]
AGAP010540-RA	""	""
AGAP010541-RA	""	""
AGAP010542-RA	""	""
AGAP010543-RA	""	Yellow-x [Source:VB Community Annotation]
AGAP010544-RA	""	cell cycle arrest protein BUB3 [Source:VB Community Annotation]
AGAP010545-RA	""	""
AGAP010546-RA	""	""
AGAP010547-RA	""	""
AGAP010548-RA	""	""
AGAP010549-RA	""	""
AGAP010550-RA	""	venom allergen [Source:VB Community Annotation]
AGAP010551-RA	""	STE20-like kinase [Source:VB Community Annotation]
AGAP010552-RA	""	mimitin, mitochondrial [Source:VB Community Annotation]
AGAP010553-RA	""	poly(U)-binding-splicing factor PUF60 [Source:VB Community Annotation]
AGAP010554-RA	""	""
AGAP010555-RA	""	""
AGAP010556-RA	""	phosphatidylinositol-bisphosphatase [Source:VB Community Annotation]
AGAP010557-RA	""	B-cell receptor-associated protein 31 [Source:VB Community Annotation]
AGAP010558-RA	""	ER membrane protein complex subunit 4 [Source:UniProtKB/TrEMBL;Acc:Q7Q8U0]
AGAP010559-RA	""	transcription initiation factor TFIIH subunit 2 [Source:VB Community Annotation]
AGAP010560-RA	""	""
AGAP010561-RA	""	""
AGAP010562-RA	""	""
AGAP010563-RA	""	solute carrier family 7 (cationic amino acid transporter, y+ system) [Source:VB Community Annotation]
AGAP010564-RA	""	pur-alpha [Source:VB Community Annotation]
AGAP010565-RA	""	""
AGAP010565-RB	""	""
AGAP010565-RC	""	""
AGAP010566-RA	""	ORM1-like 3 [Source:VB Community Annotation]
AGAP010567-RA	""	solute carrier family 7 (cationic amino acid transporter), member 4 [Source:VB Community Annotation]
AGAP010568-RA	""	lipoic acid synthetase [Source:VB Community Annotation]
AGAP010571-RA	""	""
AGAP010572-RA	""	protein LTV1 [Source:VB Community Annotation]
AGAP010573-RA	""	""
AGAP010574-RA	""	pre-rRNA-processing protein IPI1 [Source:VB Community Annotation]
AGAP010575-RA	""	RBBP5 protein [Source:VB Community Annotation]
AGAP010576-RA	""	Mitochondrial genome maintenance exonuclease 1 [Source:UniProtKB/TrEMBL;Acc:Q7Q8T1]
AGAP010577-RA	""	tyrosyl-DNA phosphodiesterase 1 [Source:VB Community Annotation]
AGAP010578-RA	""	""
AGAP010579-RA	""	""
AGAP010580-RA	""	""
AGAP010581-RA	""	""
AGAP010582-RA	ABCE2	ATP-binding cassette transporter (ABC transporter) family E member 2 [Source:VB Community Annotation]
AGAP010583-RA	""	""
AGAP010585-RA	""	""
AGAP010586-RA	""	aminoacyl tRNA synthase complex-interacting multifunctional protein 1 [Source:VB Community Annotation]
AGAP010587-RA	""	tetratricopeptide repeat protein 7B [Source:VB Community Annotation]
AGAP010588-RA	""	T-complex protein 1 subunit theta [Source:VB Community Annotation]
AGAP010589-RA	""	guanine nucleotide-binding protein subunit gamma [Source:VB Community Annotation]
AGAP010590-RA	mRpL30	39S ribosomal protein L30, mitochondrial [Source:VB Community Annotation]
AGAP010591-RA	RpS20	40S ribosomal protein S20 [Source:VB Community Annotation]
AGAP010592-RA	S7	40S ribosomal protein S7 [Source:UniProtKB/Swiss-Prot;Acc:P33514]
AGAP010593-RA	""	""
AGAP010594-RA	""	Protein CWC15 homolog A [Source:VB Community Annotation]
AGAP010595-RA	""	""
AGAP010596-RA	""	Alkaline phosphatase [Source:UniProtKB/TrEMBL;Acc:Q7Q8R8]
AGAP010597-RA	""	""
AGAP010598-RA	""	""
AGAP010599-RA	""	""
AGAP010600-RA	""	Insulin-like peptide 2 precursor [Source:VB Community Annotation]
AGAP010601-RA	""	""
AGAP010602-RA	""	Insulin-like peptide 3 precursor [Source:VB Community Annotation]
AGAP010603-RA	""	Insulin-like peptide 1 [Source:VB Community Annotation]
AGAP010604-RA	""	Insulin-like peptide 3 precursor [Source:VB Community Annotation]
AGAP010605-RA	""	Insulin-like peptide 1 [Source:VB Community Annotation]
AGAP010606-RA	""	mitochondrial import inner membrane translocase subunit Tim8 B [Source:VB Community Annotation]
AGAP010607-RA	""	""
AGAP010608-RA	""	Clathrin light chain [Source:UniProtKB/TrEMBL;Acc:Q5TSE5]
AGAP010609-RA	""	DnaJ (Hsp40) homolog subfamily C [Source:VB Community Annotation]
AGAP010610-RA	""	NHLRC2 protein [Source:VB Community Annotation]
AGAP010611-RA	""	""
AGAP010612-RA	""	elongation factor 1-beta [Source:VB Community Annotation]
AGAP010613-RA	""	elongation factor 1-beta [Source:VB Community Annotation]
AGAP010614-RA	""	female reproductive tract protease GLEANR_896 [Source:VB Community Annotation]
AGAP010615-RA	""	female reproductive tract protease GLEANR_896 [Source:VB Community Annotation]
AGAP010616-RA	""	""
AGAP010617-RA	""	""
AGAP010618-RA	""	eupolytin [Source:VB Community Annotation]
AGAP010619-RA	""	eupolytin [Source:VB Community Annotation]
AGAP010620-RA	""	Early trypsin [Source:VB Community Annotation]
AGAP010621-RA	""	glycine transporter [Source:VB Community Annotation]
AGAP010622-RA	""	Era G-protein-like 1 [Source:VB Community Annotation]
AGAP010623-RA	""	X box-binding protein 1 [Source:VB Community Annotation]
AGAP010624-RA	""	Developmentally regulated GTP-binding protein [Source:VB Community Annotation]
AGAP010625-RA	""	""
AGAP010626-RA	""	PAB-dependent poly(A)-specific ribonuclease subunit 2 [Source:VB Community Annotation]
AGAP010627-RA	""	""
AGAP010628-RA	""	""
AGAP010628-RB	""	""
AGAP010629-RA	""	""
AGAP010630-RA	""	transient-receptor-potential-like protein [Source:VB Community Annotation]
AGAP010631-RA	""	""
AGAP010632-RA	""	myosin-light-chain kinase [Source:VB Community Annotation]
AGAP010633-RA	""	""
AGAP010634-RA	""	Toll-related protein [Source:VB Community Annotation]
AGAP010635-RA	""	""
AGAP010636-RA	TOLL1B	TOLL-like receptor 1B [Source:VB Community Annotation]
AGAP010637-RA	""	""
AGAP010638-RA	""	Ca2+ transporting ATPase, plasma membrane [Source:VB Community Annotation]
AGAP010639-RA	""	""
AGAP010640-RA	""	""
AGAP010641-RA	""	""
AGAP010642-RA	""	""
AGAP010643-RA	""	PDS5, regulator of cohesion maintenance homolog A [Source:VB Community Annotation]
AGAP010644-RA	mRpL39	39S ribosomal protein L39, mitochondrial [Source:VB Community Annotation]
AGAP010645-RA	""	""
AGAP010646-RA	""	Reversion-inducing cysteine-rich protein with Kazal motifs [Source:VB Community Annotation]
AGAP010647-RA	SG8	salivary gland protein 8 [Source:VB Community Annotation]
AGAP010648-RA	OBP44	odorant-binding protein 44 [Source:VB Community Annotation]
AGAP010649-RA	Obp31	odorant-binding protein 31 [Source:VB Community Annotation]
AGAP010650-RA	OBP45	odorant-binding protein 45 [Source:VB Community Annotation]
AGAP010653-RA	""	Synaptotagmin 5 [Source:VB Community Annotation]
AGAP010654-RA	""	""
AGAP010655-RA	""	""
AGAP010656-RA	""	ATP-dependent RNA helicase DDX46/PRP5 [Source:VB Community Annotation]
AGAP010657-RA	""	""
AGAP010658-RA	""	""
AGAP010659-RA	""	""
AGAP010661-RA	""	eupolytin [Source:VB Community Annotation]
AGAP010662-RA	""	""
AGAP010663-RA	""	female reproductive tract protease GLEANR_2575 [Source:VB Community Annotation]
AGAP010669-RA	TOLL5B	TOLL-like receptor 5B [Source:VB Community Annotation]
AGAP010670-RA	""	ATP-dependent RNA helicase DDX31/DBP7 [Source:VB Community Annotation]
AGAP010671-RA	""	actin-related protein 8 [Source:VB Community Annotation]
AGAP010672-RA	""	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit [Source:VB Community Annotation]
AGAP010673-RA	""	""
AGAP010675-RA	LRIM18	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]
AGAP010676-RA	""	""
AGAP010677-RA	""	ankyrin repeat domain-containing protein 13D [Source:VB Community Annotation]
AGAP010678-RA	""	""
AGAP010679-RA	TIM10	mitochrondrial inner membrane translocase subunit TIM10 [Source:VB Community Annotation]
AGAP010680-RA	""	""
AGAP010681-RA	""	5'-nucleotidase [Source:UniProtKB/TrEMBL;Acc:Q7QE29]
AGAP010682-RA	""	""
AGAP010683-RA	""	""
AGAP010684-RA	""	""
AGAP010685-RA	""	aladin [Source:VB Community Annotation]
AGAP010686-RA	""	""
AGAP010687-RA	""	phospholipase D1/2 [Source:VB Community Annotation]
AGAP010688-RA	""	""
AGAP010689-RA	""	""
AGAP010690-RA	""	""
AGAP010691-RA	""	TNF receptor-associated protein 1 [Source:VB Community Annotation]
AGAP010692-RA	""	""
AGAP010693-RA	""	periodic tryptophan protein 2 [Source:VB Community Annotation]
AGAP010694-RA	""	glycine receptor alpha 1 subunit [Source:VB Community Annotation]
AGAP010695-RA	""	elongation of very long chain fatty acids protein 4 [Source:VB Community Annotation]
AGAP010696-RA	""	Uncharacterized oxidoreductase yqjQ [Source:VB Community Annotation]
AGAP010697-RA	""	""
AGAP010698-RA	""	U3 small nucleolar RNA-associated protein 5 [Source:VB Community Annotation]
AGAP010699-RA	""	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin [Source:VB Community Annotation]
AGAP010700-RA	""	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin [Source:VB Community Annotation]
AGAP010701-RA	""	proton-coupled amino acid transporter [Source:VB Community Annotation]
AGAP010702-RA	""	ATP-dependent RNA helicase DDX24/MAK5 [Source:VB Community Annotation]
AGAP010703-RA	""	sister chromatid cohesion protein DCC1 [Source:VB Community Annotation]
AGAP010704-RA	""	""
AGAP010705-RA	""	""
AGAP010706-RA	""	""
AGAP010707-RA	""	Perlucin [Source:VB Community Annotation]
AGAP010708-RA	CTLMA7	C-type lectin (CTL) - mannose binding [Source:VB Community Annotation]
AGAP010709-RA	CTL2	C-type lectin (CTL) [Source:VB Community Annotation]
AGAP010710-RA	""	Tyrosine-protein kinase shark [Source:VB Community Annotation]
AGAP010711-RA	""	exportin-2 [Source:VB Community Annotation]
AGAP010712-RA	""	scavenger mRNA-decapping enzyme DcpS [Source:VB Community Annotation]
AGAP010713-RA	""	""
AGAP010714-RA	""	very-long-chain enoyl-CoA reductase [Source:VB Community Annotation]
AGAP010715-RA	""	Anillin/rhotekin [Source:VB Community Annotation]
AGAP010716-RA	""	HIG1 hypoxia inducible domain family, member 1B [Source:VB Community Annotation]
AGAP010717-RA	CPR143	cuticular protein RR-2 family 143 [Source:VB Community Annotation]
AGAP010718-RA	""	20S proteasome subunit beta 5 [Source:VB Community Annotation]
AGAP010719-RA	""	""
AGAP010720-RA	""	""
AGAP010721-RA	""	Cysteine-rich PDZ-binding protein [Source:VB Community Annotation]
AGAP010722-RA	""	""
AGAP010723-RA	""	""
AGAP010724-RA	""	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q7PCX0]
